Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
890,7,2015-07-26,0,0.0,0,0,0,0
891,7,2015-07-26,0,0.0,0,0,0,0
892,7,2015-07-26,0,0.0,0,0,0,0
893,7,2015-07-26,0,0.0,0,0,0,0
894,7,2015-07-26,0,0.0,0,0,0,0
895,7,2015-07-26,0,0.0,0,0,0,0
896,7,2015-07-26,0,0.0,0,0,0,0
897,7,2015-07-26,0,0.0,0,0,0,0
898,7,2015-07-26,0,0.0,0,0,0,0
899,7,2015-07-26,0,0.0,0,0,0,0
900,7,2015-07-26,0,0.0,0,0,0,0
901,7,2015-07-26,0,0.0,0,0,0,0
902,7,2015-07-26,0,0.0,0,0,0,0
903,7,2015-07-26,0,0.0,0,0,0,0
904,7,2015-07-26,0,0.0,0,0,0,0
905,7,2015-07-26,0,0.0,0,0,0,0
906,7,2015-07-26,0,0.0,0,0,0,0
907,7,2015-07-26,0,0.0,0,0,0,0
908,7,2015-07-26,0,0.0,0,0,0,0
909,7,2015-07-26,0,0.0,0,0,0,0
910,7,2015-07-26,0,0.0,0,0,0,0
911,7,2015-07-26,0,0.0,0,0,0,0
912,7,2015-07-26,0,0.0,0,0,0,0
913,7,2015-07-26,0,0.0,0,0,0,0
914,7,2015-07-26,0,0.0,0,0,0,0
915,7,2015-07-26,0,0.0,0,0,0,0
916,7,2015-07-26,0,0.0,0,0,0,0
917,7,2015-07-26,0,0.0,0,0,0,0
918,7,2015-07-26,0,0.0,0,0,0,0
919,7,2015-07-26,0,0.0,0,0,0,0
920,7,2015-07-26,0,0.0,0,0,0,0
921,7,2015-07-26,0,0.0,0,0,0,0
922,7,2015-07-26,0,0.0,0,0,0,0
923,7,2015-07-26,0,0.0,0,0,0,0
924,7,2015-07-26,0,0.0,0,0,0,0
925,7,2015-07-26,0,0.0,0,0,0,0
926,7,2015-07-26,0,0.0,0,0,0,0
927,7,2015-07-26,0,0.0,0,0,0,0
928,7,2015-07-26,0,0.0,0,0,0,0
929,7,2015-07-26,0,0.0,0,0,0,0
930,7,2015-07-26,0,0.0,0,0,0,0
931,7,2015-07-26,3916,541.0,1,0,0,0
932,7,2015-07-26,0,0.0,0,0,0,0
933,7,2015-07-26,0,0.0,0,0,0,0
934,7,2015-07-26,0,0.0,0,0,0,0
935,7,2015-07-26,0,0.0,0,0,0,0
936,7,2015-07-26,0,0.0,0,0,0,0
937,7,2015-07-26,0,0.0,0,0,0,0
938,7,2015-07-26,0,0.0,0,0,0,1
939,7,2015-07-26,0,0.0,0,0,0,0
940,7,2015-07-26,0,0.0,0,0,0,0
941,7,2015-07-26,0,0.0,0,0,0,0
942,7,2015-07-26,0,0.0,0,0,0,0
943,7,2015-07-26,0,0.0,0,0,0,0
944,7,2015-07-26,0,0.0,0,0,0,1
945,7,2015-07-26,0,0.0,0,0,0,0
946,7,2015-07-26,0,0.0,0,0,0,0
947,7,2015-07-26,0,0.0,0,0,0,0
948,7,2015-07-26,12040,2346.0,1,0,0,0
949,7,2015-07-26,0,0.0,0,0,0,0
950,7,2015-07-26,0,0.0,0,0,0,0
951,7,2015-07-26,0,0.0,0,0,0,0
952,7,2015-07-26,0,0.0,0,0,0,0
953,7,2015-07-26,0,0.0,0,0,0,0
954,7,2015-07-26,0,0.0,0,0,0,0
955,7,2015-07-26,0,0.0,0,0,0,0
956,7,2015-07-26,0,0.0,0,0,0,0
957,7,2015-07-26,0,0.0,0,0,0,0
958,7,2015-07-26,0,0.0,0,0,0,0
959,7,2015-07-26,0,0.0,0,0,0,0
960,7,2015-07-26,0,0.0,0,0,0,0
961,7,2015-07-26,0,0.0,0,0,0,0
962,7,2015-07-26,0,0.0,0,0,0,0
963,7,2015-07-26,0,0.0,0,0,0,0
964,7,2015-07-26,0,0.0,0,0,0,0
965,7,2015-07-26,0,0.0,0,0,0,0
966,7,2015-07-26,0,0.0,0,0,0,0
967,7,2015-07-26,0,0.0,0,0,0,0
968,7,2015-07-26,0,0.0,0,0,0,0
969,7,2015-07-26,0,0.0,0,0,0,0
970,7,2015-07-26,0,0.0,0,0,0,0
971,7,2015-07-26,0,0.0,0,0,0,0
972,7,2015-07-26,0,0.0,0,0,0,0
973,7,2015-07-26,0,0.0,0,0,0,0
974,7,2015-07-26,0,0.0,0,0,0,0
975,7,2015-07-26,0,0.0,0,0,0,0
976,7,2015-07-26,0,0.0,0,0,0,0
977,7,2015-07-26,0,0.0,0,0,0,0
978,7,2015-07-26,0,0.0,0,0,0,0
979,7,2015-07-26,0,0.0,0,0,0,0
980,7,2015-07-26,0,0.0,0,0,0,0
981,7,2015-07-26,0,0.0,0,0,0,0
982,7,2015-07-26,0,0.0,0,0,0,0
983,7,2015-07-26,0,0.0,0,0,0,0
984,7,2015-07-26,0,0.0,0,0,0,0
985,7,2015-07-26,0,0.0,0,0,0,0
986,7,2015-07-26,0,0.0,0,0,0,0
987,7,2015-07-26,0,0.0,0,0,0,0
988,7,2015-07-26,0,0.0,0,0,0,0
989,7,2015-07-26,0,0.0,0,0,0,0
990,7,2015-07-26,0,0.0,0,0,0,0
991,7,2015-07-26,0,0.0,0,0,0,0
992,7,2015-07-26,0,0.0,0,0,0,0
993,7,2015-07-26,0,0.0,0,0,0,0
994,7,2015-07-26,0,0.0,0,0,0,0
995,7,2015-07-26,0,0.0,0,0,0,0
996,7,2015-07-26,0,0.0,0,0,0,0
997,7,2015-07-26,0,0.0,0,0,0,0
998,7,2015-07-26,0,0.0,0,0,0,0
999,7,2015-07-26,0,0.0,0,0,0,0
1000,7,2015-07-26,0,0.0,0,0,0,0
1001,7,2015-07-26,0,0.0,0,0,0,0
1002,7,2015-07-26,0,0.0,0,0,0,0
1003,7,2015-07-26,0,0.0,0,0,0,0
1004,7,2015-07-26,0,0.0,0,0,0,0
1005,7,2015-07-26,0,0.0,0,0,0,0
1006,7,2015-07-26,0,0.0,0,0,0,0
1007,7,2015-07-26,0,0.0,0,0,0,0
1008,7,2015-07-26,0,0.0,0,0,0,0
1009,7,2015-07-26,0,0.0,0,0,0,0
1010,7,2015-07-26,0,0.0,0,0,0,0
1011,7,2015-07-26,0,0.0,0,0,0,0
1012,7,2015-07-26,0,0.0,0,0,0,0
1013,7,2015-07-26,0,0.0,0,0,0,0
1014,7,2015-07-26,0,0.0,0,0,0,0
1015,7,2015-07-26,0,0.0,0,0,0,0
1016,7,2015-07-26,0,0.0,0,0,0,0
1017,7,2015-07-26,0,0.0,0,0,0,0
1018,7,2015-07-26,0,0.0,0,0,0,0
1019,7,2015-07-26,0,0.0,0,0,0,0
1020,7,2015-07-26,0,0.0,0,0,0,0
1021,7,2015-07-26,0,0.0,0,0,0,0
1022,7,2015-07-26,0,0.0,0,0,0,0
1023,7,2015-07-26,0,0.0,0,0,0,0
1024,7,2015-07-26,0,0.0,0,0,0,0
1025,7,2015-07-26,0,0.0,0,0,0,0
1026,7,2015-07-26,0,0.0,0,0,0,0
1027,7,2015-07-26,0,0.0,0,0,0,0
1028,7,2015-07-26,0,0.0,0,0,0,0
1029,7,2015-07-26,0,0.0,0,0,0,0
1030,7,2015-07-26,0,0.0,0,0,0,0
1031,7,2015-07-26,0,0.0,0,0,0,0
1032,7,2015-07-26,0,0.0,0,0,0,0
1033,7,2015-07-26,0,0.0,0,0,0,0
1034,7,2015-07-26,0,0.0,0,0,0,0
1035,7,2015-07-26,0,0.0,0,0,0,0
1036,7,2015-07-26,0,0.0,0,0,0,0
1037,7,2015-07-26,0,0.0,0,0,0,0
1038,7,2015-07-26,0,0.0,0,0,0,0
1039,7,2015-07-26,0,0.0,0,0,0,0
1040,7,2015-07-26,0,0.0,0,0,0,0
1041,7,2015-07-26,0,0.0,0,0,0,0
1042,7,2015-07-26,0,0.0,0,0,0,0
1043,7,2015-07-26,0,0.0,0,0,0,0
1044,7,2015-07-26,0,0.0,0,0,0,0
1045,7,2015-07-26,5968,832.0,1,0,0,0
1046,7,2015-07-26,0,0.0,0,0,0,0
1047,7,2015-07-26,0,0.0,0,0,0,0
1048,7,2015-07-26,0,0.0,0,0,0,0
1049,7,2015-07-26,0,0.0,0,0,0,0
1050,7,2015-07-26,0,0.0,0,0,0,0
1051,7,2015-07-26,0,0.0,0,0,0,0
1052,7,2015-07-26,0,0.0,0,0,0,0
1053,7,2015-07-26,0,0.0,0,0,0,1
1054,7,2015-07-26,0,0.0,0,0,0,0
1055,7,2015-07-26,0,0.0,0,0,0,0
1056,7,2015-07-26,0,0.0,0,0,0,0
1057,7,2015-07-26,0,0.0,0,0,0,0
1058,7,2015-07-26,0,0.0,0,0,0,0
1059,7,2015-07-26,0,0.0,0,0,0,0
1060,7,2015-07-26,0,0.0,0,0,0,0
1061,7,2015-07-26,0,0.0,0,0,0,0
1062,7,2015-07-26,0,0.0,0,0,0,0
1063,7,2015-07-26,0,0.0,0,0,0,0
1064,7,2015-07-26,0,0.0,0,0,0,0
1065,7,2015-07-26,0,0.0,0,0,0,0
1066,7,2015-07-26,0,0.0,0,0,0,0
1067,7,2015-07-26,0,0.0,0,0,0,0
1068,7,2015-07-26,0,0.0,0,0,0,0
1069,7,2015-07-26,0,0.0,0,0,0,0
1070,7,2015-07-26,0,0.0,0,0,0,1
1071,7,2015-07-26,0,0.0,0,0,0,0
1072,7,2015-07-26,0,0.0,0,0,0,0
1073,7,2015-07-26,0,0.0,0,0,0,0
1074,7,2015-07-26,0,0.0,0,0,0,0
1075,7,2015-07-26,0,0.0,0,0,0,0
1076,7,2015-07-26,0,0.0,0,0,0,0
1077,7,2015-07-26,0,0.0,0,0,0,0
1078,7,2015-07-26,0,0.0,0,0,0,0
1079,7,2015-07-26,0,0.0,0,0,0,0
1080,7,2015-07-26,0,0.0,0,0,0,0
1081,7,2015-07-26,5766,875.0,1,0,0,0
1082,7,2015-07-26,0,0.0,0,0,0,0
1083,7,2015-07-26,0,0.0,0,0,0,0
1084,7,2015-07-26,0,0.0,0,0,0,0
1085,7,2015-07-26,0,0.0,0,0,0,0
1086,7,2015-07-26,0,0.0,0,0,0,0
1087,7,2015-07-26,0,0.0,0,0,0,1
1088,7,2015-07-26,0,0.0,0,0,0,0
1089,7,2015-07-26,0,0.0,0,0,0,0
1090,7,2015-07-26,0,0.0,0,0,0,0
1091,7,2015-07-26,0,0.0,0,0,0,0
1092,7,2015-07-26,0,0.0,0,0,0,0
1093,7,2015-07-26,0,0.0,0,0,0,0
1094,7,2015-07-26,0,0.0,0,0,0,0
1095,7,2015-07-26,0,0.0,0,0,0,0
1096,7,2015-07-26,0,0.0,0,0,0,0
1097,7,2015-07-26,13307,2710.0,1,0,0,0
1098,7,2015-07-26,0,0.0,0,0,0,0
1099,7,2015-07-26,5683,962.0,1,0,0,0
1100,7,2015-07-26,0,0.0,0,0,0,0
1101,7,2015-07-26,0,0.0,0,0,0,0
1102,7,2015-07-26,0,0.0,0,0,0,0
1103,7,2015-07-26,0,0.0,0,0,0,0
1104,7,2015-07-26,0,0.0,0,0,0,0
1105,7,2015-07-26,0,0.0,0,0,0,0
1106,7,2015-07-26,0,0.0,0,0,0,0
1107,7,2015-07-26,0,0.0,0,0,0,0
1108,7,2015-07-26,0,0.0,0,0,0,0
1109,7,2015-07-26,0,0.0,0,0,0,0
1110,7,2015-07-26,0,0.0,0,0,0,0
1111,7,2015-07-26,0,0.0,0,0,0,0
1112,7,2015-07-26,0,0.0,0,0,0,0
1113,7,2015-07-26,0,0.0,0,0,0,0
1114,7,2015-07-26,0,0.0,0,0,0,0
1115,7,2015-07-26,0,0.0,0,0,0,0
1,6,2015-07-25,4364,500.0,1,0,0,0
2,6,2015-07-25,2512,316.0,1,0,0,0
3,6,2015-07-25,3878,412.0,1,0,0,0
4,6,2015-07-25,9322,1219.0,1,0,0,0
5,6,2015-07-25,2030,228.0,1,0,0,0
6,6,2015-07-25,2892,306.0,1,0,0,0
7,6,2015-07-25,6574,705.0,1,0,0,0
8,6,2015-07-25,3288,398.0,1,0,0,0
9,6,2015-07-25,5330,468.0,1,0,0,0
10,6,2015-07-25,4713,475.0,1,0,0,1
11,6,2015-07-25,4712,642.0,1,0,0,0
12,6,2015-07-25,5185,651.0,1,0,0,0
13,6,2015-07-25,4361,340.0,1,0,0,0
14,6,2015-07-25,2952,348.0,1,0,0,0
15,6,2015-07-25,5209,555.0,1,0,0,0
16,6,2015-07-25,6105,571.0,1,0,0,0
17,6,2015-07-25,2572,357.0,1,0,0,0
18,6,2015-07-25,4416,475.0,1,0,0,0
19,6,2015-07-25,3562,299.0,1,0,0,0
20,6,2015-07-25,6588,643.0,1,0,0,0
21,6,2015-07-25,5808,512.0,1,0,0,0
22,6,2015-07-25,3540,415.0,1,0,0,0
23,6,2015-07-25,4191,388.0,1,0,0,0
24,6,2015-07-25,5916,537.0,1,0,0,0
25,6,2015-07-25,7285,1004.0,1,0,0,0
26,6,2015-07-25,5568,498.0,1,0,0,0
27,6,2015-07-25,5120,598.0,1,0,0,0
28,6,2015-07-25,1864,231.0,1,0,0,0
29,6,2015-07-25,6084,526.0,1,0,0,0
30,6,2015-07-25,2513,394.0,1,0,0,0
31,6,2015-07-25,5403,517.0,1,0,0,0
32,6,2015-07-25,2532,308.0,1,0,0,0
33,6,2015-07-25,7188,694.0,1,0,0,0
34,6,2015-07-25,7089,824.0,1,0,0,0
35,6,2015-07-25,6557,507.0,1,0,0,0
36,6,2015-07-25,10830,1107.0,1,0,0,0
37,6,2015-07-25,6547,776.0,1,0,0,0
38,6,2015-07-25,5559,508.0,1,0,0,0
39,6,2015-07-25,2022,300.0,1,0,0,0
40,6,2015-07-25,3496,478.0,1,0,0,0
41,6,2015-07-25,6217,469.0,1,0,0,0
42,6,2015-07-25,6044,662.0,1,0,0,0
43,6,2015-07-25,3931,338.0,1,0,0,0
44,6,2015-07-25,2755,346.0,1,0,0,0
45,6,2015-07-25,5828,474.0,1,0,0,0
46,6,2015-07-25,5257,651.0,1,0,0,0
47,6,2015-07-25,4845,627.0,1,0,0,0
48,6,2015-07-25,2090,217.0,1,0,0,0
49,6,2015-07-25,8302,602.0,1,0,0,0
50,6,2015-07-25,4356,360.0,1,0,0,0
51,6,2015-07-25,7902,580.0,1,0,0,0
52,6,2015-07-25,6117,442.0,1,0,0,0
53,6,2015-07-25,2468,305.0,1,0,0,0
54,6,2015-07-25,8142,760.0,1,0,0,0
55,6,2015-07-25,2632,321.0,1,0,0,0
56,6,2015-07-25,9229,627.0,1,0,0,0
57,6,2015-07-25,6477,635.0,1,0,0,0
58,6,2015-07-25,6841,545.0,1,0,0,0
59,6,2015-07-25,2624,254.0,1,0,0,0
60,6,2015-07-25,5250,415.0,1,0,0,0
61,6,2015-07-25,4675,576.0,1,0,0,0
62,6,2015-07-25,3043,324.0,1,0,0,0
63,6,2015-07-25,7191,668.0,1,0,0,0
64,6,2015-07-25,9630,751.0,1,0,0,0
65,6,2015-07-25,2837,246.0,1,0,0,0
66,6,2015-07-25,6398,559.0,1,0,0,0
67,6,2015-07-25,6107,587.0,1,0,0,0
68,6,2015-07-25,6854,978.0,1,0,0,0
69,6,2015-07-25,7556,930.0,1,0,0,0
70,6,2015-07-25,5470,550.0,1,0,0,1
71,6,2015-07-25,5346,480.0,1,0,0,0
72,6,2015-07-25,2112,249.0,1,0,0,0
73,6,2015-07-25,2526,249.0,1,0,0,0
74,6,2015-07-25,3312,421.0,1,0,0,0
75,6,2015-07-25,5809,610.0,1,0,0,0
76,6,2015-07-25,7907,849.0,1,0,0,0
77,6,2015-07-25,7960,622.0,1,0,0,0
78,6,2015-07-25,1867,284.0,1,0,0,0
79,6,2015-07-25,4167,435.0,1,0,0,0
80,6,2015-07-25,9261,684.0,1,0,0,0
81,6,2015-07-25,9060,718.0,1,0,0,0
82,6,2015-07-25,4601,423.0,1,0,0,0
83,6,2015-07-25,2303,223.0,1,0,0,0
84,6,2015-07-25,8413,914.0,1,0,0,0
85,6,2015-07-25,5099,834.0,1,0,0,0
86,6,2015-07-25,2260,296.0,1,0,0,0
87,6,2015-07-25,3784,516.0,1,0,0,0
88,6,2015-07-25,1991,212.0,1,0,0,0
89,6,2015-07-25,4831,461.0,1,0,0,0
90,6,2015-07-25,5088,641.0,1,0,0,0
91,6,2015-07-25,4506,410.0,1,0,0,0
92,6,2015-07-25,4712,458.0,1,0,0,0
93,6,2015-07-25,2791,270.0,1,0,0,0
94,6,2015-07-25,5176,496.0,1,0,0,0
95,6,2015-07-25,4042,445.0,1,0,0,0
96,6,2015-07-25,1951,193.0,1,0,0,0
97,6,2015-07-25,4839,433.0,1,0,0,0
98,6,2015-07-25,5314,428.0,1,0,0,0
99,6,2015-07-25,5192,512.0,1,0,0,0
100,6,2015-07-25,8577,775.0,1,0,0,0
101,6,2015-07-25,6090,665.0,1,0,0,0
102,6,2015-07-25,3609,516.0,1,0,0,0
103,6,2015-07-25,3681,360.0,1,0,0,0
104,6,2015-07-25,11089,1401.0,1,0,0,0
105,6,2015-07-25,3167,341.0,1,0,0,0
106,6,2015-07-25,5801,539.0,1,0,0,0
107,6,2015-07-25,7619,941.0,1,0,0,1
108,6,2015-07-25,12912,977.0,1,0,0,0
109,6,2015-07-25,4677,560.0,1,0,0,0
110,6,2015-07-25,3034,418.0,1,0,0,0
111,6,2015-07-25,6408,596.0,1,0,0,0
112,6,2015-07-25,5574,691.0,1,0,0,1
113,6,2015-07-25,6297,733.0,1,0,0,0
114,6,2015-07-25,4787,529.0,1,0,0,0
115,6,2015-07-25,10008,732.0,1,0,0,0
116,6,2015-07-25,5369,571.0,1,0,0,0
117,6,2015-07-25,1634,230.0,1,0,0,0
118,6,2015-07-25,7053,629.0,1,0,0,0
119,6,2015-07-25,4399,462.0,1,0,0,0
120,6,2015-07-25,6768,544.0,1,0,0,0
121,6,2015-07-25,1885,194.0,1,0,0,0
122,6,2015-07-25,8191,1090.0,1,0,0,0
123,6,2015-07-25,3430,415.0,1,0,0,0
124,6,2015-07-25,1854,243.0,1,0,0,0
125,6,2015-07-25,8260,1145.0,1,0,0,0
126,6,2015-07-25,3515,339.0,1,0,0,0
127,6,2015-07-25,5162,685.0,1,0,0,0
128,6,2015-07-25,8017,671.0,1,0,0,0
129,6,2015-07-25,7428,1016.0,1,0,0,0
130,6,2015-07-25,4353,453.0,1,0,0,0
131,6,2015-07-25,3732,391.0,1,0,0,0
132,6,2015-07-25,7389,668.0,1,0,0,0
133,6,2015-07-25,2663,321.0,1,0,0,0
134,6,2015-07-25,2817,265.0,1,0,0,0
135,6,2015-07-25,6508,627.0,1,0,0,0
136,6,2015-07-25,4916,427.0,1,0,0,0
137,6,2015-07-25,5439,650.0,1,0,0,0
138,6,2015-07-25,2679,254.0,1,0,0,0
139,6,2015-07-25,5409,375.0,1,0,0,0
140,6,2015-07-25,6113,813.0,1,0,0,0
141,6,2015-07-25,4640,537.0,1,0,0,0
142,6,2015-07-25,2747,340.0,1,0,0,0
143,6,2015-07-25,5126,480.0,1,0,0,0
144,6,2015-07-25,5392,539.0,1,0,0,0
145,6,2015-07-25,6522,1059.0,1,0,0,0
146,6,2015-07-25,6002,555.0,1,0,0,0
147,6,2015-07-25,7244,759.0,1,0,0,0
148,6,2015-07-25,6774,600.0,1,0,0,0
149,6,2015-07-25,4275,416.0,1,0,0,0
150,6,2015-07-25,7437,759.0,1,0,0,0
151,6,2015-07-25,5012,544.0,1,0,0,0
152,6,2015-07-25,2940,344.0,1,0,0,0
153,6,2015-07-25,2832,320.0,1,0,0,0
154,6,2015-07-25,7285,595.0,1,0,0,0
155,6,2015-07-25,7652,773.0,1,0,0,0
156,6,2015-07-25,2736,292.0,1,0,0,0
157,6,2015-07-25,6139,590.0,1,0,0,0
158,6,2015-07-25,8667,570.0,1,0,0,0
159,6,2015-07-25,7173,673.0,1,0,0,0
160,6,2015-07-25,5113,512.0,1,0,0,0
161,6,2015-07-25,5642,630.0,1,0,0,0
162,6,2015-07-25,6936,538.0,1,0,0,0
163,6,2015-07-25,5025,571.0,1,0,0,0
164,6,2015-07-25,4521,405.0,1,0,0,0
165,6,2015-07-25,3066,325.0,1,0,0,0
166,6,2015-07-25,4056,605.0,1,0,0,0
167,6,2015-07-25,4595,548.0,1,0,0,0
168,6,2015-07-25,4932,477.0,1,0,0,0
169,6,2015-07-25,4195,410.0,1,0,0,0
170,6,2015-07-25,2589,271.0,1,0,0,0
171,6,2015-07-25,4965,487.0,1,0,0,0
172,6,2015-07-25,7267,802.0,1,0,0,0
173,6,2015-07-25,5460,693.0,1,0,0,0
174,6,2015-07-25,6059,518.0,1,0,0,0
175,6,2015-07-25,5343,670.0,1,0,0,0
176,6,2015-07-25,1949,253.0,1,0,0,0
177,6,2015-07-25,1470,181.0,1,0,0,0
178,6,2015-07-25,6442,617.0,1,0,0,0
179,6,2015-07-25,4510,579.0,1,0,0,0
180,6,2015-07-25,6596,730.0,1,0,0,0
181,6,2015-07-25,3329,375.0,1,0,0,0
182,6,2015-07-25,5552,422.0,1,0,0,0
183,6,2015-07-25,3541,423.0,1,0,0,0
184,6,2015-07-25,4373,399.0,1,0,0,0
185,6,2015-07-25,4135,370.0,1,0,0,0
186,6,2015-07-25,3916,364.0,1,0,0,0
187,6,2015-07-25,3753,428.0,1,0,0,0
188,6,2015-07-25,5282,485.0,1,0,0,0
189,6,2015-07-25,7041,685.0,1,0,0,0
190,6,2015-07-25,7294,590.0,1,0,0,0
191,6,2015-07-25,7956,723.0,1,0,0,0
192,6,2015-07-25,15935,1042.0,1,0,0,0
193,6,2015-07-25,4340,697.0,1,0,0,0
194,6,2015-07-25,5274,481.0,1,0,0,0
195,6,2015-07-25,8274,1000.0,1,0,0,0
196,6,2015-07-25,3369,448.0,1,0,0,0
197,6,2015-07-25,5333,647.0,1,0,0,0
198,6,2015-07-25,708,103.0,1,0,0,0
199,6,2015-07-25,7562,604.0,1,0,0,0
200,6,2015-07-25,4788,590.0,1,0,0,0
201,6,2015-07-25,5958,481.0,1,0,0,0
202,6,2015-07-25,6709,564.0,1,0,0,0
203,6,2015-07-25,5168,654.0,1,0,0,0
204,6,2015-07-25,4838,448.0,1,0,0,0
205,6,2015-07-25,5449,711.0,1,0,0,0
206,6,2015-07-25,3794,394.0,1,0,0,0
207,6,2015-07-25,7257,881.0,1,0,0,0
208,6,2015-07-25,2727,396.0,1,0,0,0
209,6,2015-07-25,5220,545.0,1,0,0,0
210,6,2015-07-25,2790,298.0,1,0,0,0
211,6,2015-07-25,8825,925.0,1,0,0,0
212,6,2015-07-25,3136,276.0,1,0,0,0
213,6,2015-07-25,6527,515.0,1,0,0,0
214,6,2015-07-25,8442,641.0,1,0,0,0
215,6,2015-07-25,6905,537.0,1,0,0,0
216,6,2015-07-25,4903,583.0,1,0,0,0
217,6,2015-07-25,3995,540.0,1,0,0,0
218,6,2015-07-25,1795,258.0,1,0,0,0
219,6,2015-07-25,1592,194.0,1,0,0,0
220,6,2015-07-25,2559,344.0,1,0,0,0
221,6,2015-07-25,5319,496.0,1,0,0,0
222,6,2015-07-25,2796,324.0,1,0,0,0
223,6,2015-07-25,5497,561.0,1,0,0,0
224,6,2015-07-25,7836,545.0,1,0,0,0
225,6,2015-07-25,3702,396.0,1,0,0,0
226,6,2015-07-25,5329,495.0,1,0,0,0
227,6,2015-07-25,3335,321.0,1,0,0,0
228,6,2015-07-25,6662,485.0,1,0,0,0
229,6,2015-07-25,8142,708.0,1,0,0,0
230,6,2015-07-25,6027,771.0,1,0,0,0
231,6,2015-07-25,5649,471.0,1,0,0,0
232,6,2015-07-25,3103,264.0,1,0,0,0
233,6,2015-07-25,9032,877.0,1,0,0,0
234,6,2015-07-25,7263,708.0,1,0,0,0
235,6,2015-07-25,3267,317.0,1,0,0,0
236,6,2015-07-25,4504,570.0,1,0,0,0
237,6,2015-07-25,3372,400.0,1,0,0,0
238,6,2015-07-25,4214,631.0,1,0,0,0
239,6,2015-07-25,4312,436.0,1,0,0,0
240,6,2015-07-25,3376,335.0,1,0,0,0
241,6,2015-07-25,5421,538.0,1,0,0,0
242,6,2015-07-25,2813,276.0,1,0,0,0
243,6,2015-07-25,5148,775.0,1,0,0,0
244,6,2015-07-25,3924,416.0,1,0,0,0
245,6,2015-07-25,8931,912.0,1,0,0,0
246,6,2015-07-25,5603,691.0,1,0,0,0
247,6,2015-07-25,6466,568.0,1,0,0,0
248,6,2015-07-25,6531,882.0,1,0,0,0
249,6,2015-07-25,4820,467.0,1,0,0,0
250,6,2015-07-25,7938,608.0,1,0,0,0
251,6,2015-07-25,13439,1700.0,1,0,0,0
252,6,2015-07-25,8010,592.0,1,0,0,0
253,6,2015-07-25,2841,362.0,1,0,0,0
254,6,2015-07-25,3757,278.0,1,0,0,0
255,6,2015-07-25,6022,631.0,1,0,0,0
256,6,2015-07-25,4784,669.0,1,0,0,0
257,6,2015-07-25,2679,308.0,1,0,0,0
258,6,2015-07-25,4653,410.0,1,0,0,0
259,6,2015-07-25,8958,1896.0,1,0,0,0
260,6,2015-07-25,5877,858.0,1,0,0,0
261,6,2015-07-25,6999,566.0,1,0,0,0
262,6,2015-07-25,17118,2985.0,1,0,0,0
263,6,2015-07-25,5611,491.0,1,0,0,0
264,6,2015-07-25,5127,712.0,1,0,0,0
265,6,2015-07-25,2502,257.0,1,0,0,0
266,6,2015-07-25,2298,262.0,1,0,0,0
267,6,2015-07-25,11806,1434.0,1,0,0,0
268,6,2015-07-25,2924,389.0,1,0,0,1
269,6,2015-07-25,3693,474.0,1,0,0,0
270,6,2015-07-25,8716,1096.0,1,0,0,0
271,6,2015-07-25,2257,214.0,1,0,0,0
272,6,2015-07-25,3337,303.0,1,0,0,0
273,6,2015-07-25,5261,501.0,1,0,0,0
274,6,2015-07-25,4789,1049.0,1,0,0,0
275,6,2015-07-25,7279,727.0,1,0,0,0
276,6,2015-07-25,1751,241.0,1,0,0,0
277,6,2015-07-25,5494,473.0,1,0,0,0
278,6,2015-07-25,4129,501.0,1,0,0,0
279,6,2015-07-25,9705,770.0,1,0,0,0
280,6,2015-07-25,6065,500.0,1,0,0,0
281,6,2015-07-25,5347,492.0,1,0,0,0
282,6,2015-07-25,2802,410.0,1,0,0,0
283,6,2015-07-25,7995,795.0,1,0,0,0
284,6,2015-07-25,5458,466.0,1,0,0,0
285,6,2015-07-25,7024,562.0,1,0,0,0
286,6,2015-07-25,1438,142.0,1,0,0,0
287,6,2015-07-25,9893,866.0,1,0,0,0
288,6,2015-07-25,5145,427.0,1,0,0,0
289,6,2015-07-25,6240,556.0,1,0,0,0
290,6,2015-07-25,3014,329.0,1,0,0,0
291,6,2015-07-25,4132,461.0,1,0,0,0
292,6,2015-07-25,0,0.0,0,0,0,0
293,6,2015-07-25,3802,512.0,1,0,0,0
294,6,2015-07-25,3975,479.0,1,0,0,0
295,6,2015-07-25,6161,736.0,1,0,0,0
296,6,2015-07-25,4785,457.0,1,0,0,0
297,6,2015-07-25,5052,508.0,1,0,0,0
298,6,2015-07-25,8451,729.0,1,0,0,0
299,6,2015-07-25,10879,1086.0,1,0,0,0
300,6,2015-07-25,6815,842.0,1,0,0,0
301,6,2015-07-25,3519,370.0,1,0,0,0
302,6,2015-07-25,4162,362.0,1,0,0,0
303,6,2015-07-25,3530,386.0,1,0,0,0
304,6,2015-07-25,4123,657.0,1,0,0,1
305,6,2015-07-25,5838,576.0,1,0,0,0
306,6,2015-07-25,2894,335.0,1,0,0,0
307,6,2015-07-25,1254,149.0,1,0,0,0
308,6,2015-07-25,5712,566.0,1,0,0,0
309,6,2015-07-25,4725,451.0,1,0,0,0
310,6,2015-07-25,7569,626.0,1,0,0,0
311,6,2015-07-25,5482,560.0,1,0,0,0
312,6,2015-07-25,4744,442.0,1,0,0,0
313,6,2015-07-25,4799,495.0,1,0,0,0
314,6,2015-07-25,2459,264.0,1,0,0,0
